gcc_code16,date,precip,tmax,tmin,vapourpres_h09,vapourpres_h15
5GPER,1990-02-24,0.000691451783255095,34.8898648221461,22.7236479514163,15.5590662320182,17.3752149360192
5GPER,1990-02-25,0.00351264693648679,36.1198579535956,24.2033916908571,19.2574431276917,19.9263926584014
5GPER,1990-02-26,0.00092334934618379,37.4965046407473,23.0785124724956,18.9190561842846,17.3985147669131
5GPER,1990-02-27,0,38.9772866882069,24.9170028657378,19.7472445630932,20.0726908232928
5GPER,1990-02-28,0.0380847859741014,30.9911253448535,21.8785163961905,24.8830000306053,23.7250587790791
5GPER,1990-03-01,0.337013054535574,29.2206732357214,20.8995269321377,22.837123244811,22.8500344861632
5GPER,1990-03-02,0.0566771894412092,29.5632980817582,20.5046730099609,21.0897450703863,22.8014010603652
5GPER,1990-03-03,0.0121167683855903,29.1547725790815,20.0602824709653,19.7356857145333,22.2304513973423
5GPER,1990-03-04,0.253792991835328,31.6648660839296,22.6461568354449,24.0697693901729,22.9117731112633
5GPER,1990-03-05,0.109206327667465,41.0504911530117,24.0347707885437,18.8591410347492,16.8612396516087
5GPER,1990-03-06,0.113137704464938,28.2961627740004,24.9277451786188,27.4650270273767,28.1637751849559
5GPER,1990-03-07,0.721447644938278,26.8780005238756,20.2111452627733,20.6724515590508,18.817944927522
5GPER,1990-03-08,2.95842908983782e-07,26.5622288237025,15.0126990297563,14.3496337932494,16.1609642059721
5GPER,1990-03-09,1.40503172697866e-10,28.1194479940452,17.0136933049975,16.0837342611922,18.4289635993645
5GPER,1990-03-10,0,30.9056734344116,18.697049896961,17.5269320362253,19.094619023083
5GPER,1990-03-11,0.0152906197284514,33.2187081910913,18.6522710006694,17.8089951792949,18.6459604292491
5GPER,1990-03-12,28.6505646512225,27.8541263471689,20.5586046057904,23.4043310980648,23.6911790115812
5GPER,1990-03-13,4.05079692324367,28.7722403002534,19.2559560356747,20.1561195804409,21.0993499238736
5GPER,1990-03-14,0,27.6033787058877,17.7367852808925,15.3693799695406,16.099744369162
5GPER,1990-03-15,0,28.6051305787841,15.1747240085277,14.3150443228512,17.0817296005699
5GPER,1990-03-16,0.0416344444762883,27.0486633496371,16.0280365885294,14.6639326326817,16.3739798943184
5GPER,1990-03-17,4.63327333674553e-06,29.6266325881277,15.754069391007,13.960467614324,14.7778141141819
5GPER,1990-03-18,0,34.0061985498391,19.2151927528056,15.5880204516013,16.0203001732942
5GPER,1990-03-19,7.61269285833485e-06,27.9391771589692,18.4268625114859,21.6120286886495,19.7900377135614
5GPER,1990-03-20,0.0064831117220268,26.4671571678664,15.8286222984602,17.9950663303607,19.2196111208057
5GPER,1990-03-21,7.1740110509742e-06,25.2808183668582,15.1323895514754,16.3271646736209,16.5841982377002
5GPER,1990-03-22,0.694364788135557,24.9390954141655,15.4728521238226,18.5236018161245,14.6028188393606
5GPER,1990-03-23,0.0360375502410872,27.105837689822,13.9371713069235,15.5205210546744,16.9182146180462
5GPER,1990-03-24,0.00481971070576453,28.434059006559,14.310927005695,15.1786764044257,14.9448922546985
5GPER,1990-03-25,0.085757664962971,21.5103690191663,16.4561053144907,18.131889010681,16.2142495994997
5GPER,1990-03-26,26.7689231188829,18.3406060288657,9.36536924279157,12.2837739295605,11.7063903078914
5GPER,1990-03-27,0.717443317548673,23.3892660729242,9.19872156848924,12.3083274830426,14.0870815197636
5GPER,1990-03-28,0.0360776524059223,27.7799632180351,13.1330261677304,12.8410502842036,11.9107614807981
